   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.0000000e+00   1.0000000e+00   3.1387632e+03   6.8029256e+02
   2.0000000e+00   0.0000000e+00  -1.7293821e+02   0.0000000e+00
   2.0000000e+00   1.0000000e+00  -3.0744615e+03   5.0047084e+03
   2.0000000e+00   2.0000000e+00  -7.1523230e+02   1.1988744e+03
   3.0000000e+00   0.0000000e+00   1.6893670e+03   0.0000000e+00
   3.0000000e+00   1.0000000e+00   1.1170721e+03  -1.2274156e+02
   3.0000000e+00   2.0000000e+00   8.1355827e+02  -1.9122987e+02
   3.0000000e+00   3.0000000e+00   3.8518093e+02  -9.9242877e+02
   4.0000000e+00   0.0000000e+00  -2.3483827e+02   0.0000000e+00
   4.0000000e+00   1.0000000e+00   2.5164042e+01   6.5763331e+02
   4.0000000e+00   2.0000000e+00  -7.1736585e+01  -2.0775144e+02
   4.0000000e+00   3.0000000e+00  -9.0651935e+01  -1.8755178e+02
   4.0000000e+00   4.0000000e+00   2.9441607e+02  -2.5557299e+02
   5.0000000e+00   0.0000000e+00   6.3691190e+02   0.0000000e+00
   5.0000000e+00   1.0000000e+00  -1.3008960e+02   9.8028872e+01
   5.0000000e+00   2.0000000e+00  -2.2995577e+02   1.4704017e+02
   5.0000000e+00   3.0000000e+00   3.8123887e+02   2.5458506e+02
   5.0000000e+00   4.0000000e+00  -5.3141957e+01  -1.3477216e+02
   5.0000000e+00   5.0000000e+00   2.0234060e+02   5.9827627e+01
   6.0000000e+00   0.0000000e+00  -1.4026065e+02   0.0000000e+00
   6.0000000e+00   1.0000000e+00   1.1496998e+02  -8.7120902e+01
   6.0000000e+00   2.0000000e+00  -5.0955567e+01  -1.1128645e+02
   6.0000000e+00   3.0000000e+00  -1.5889678e+02  -2.9072560e+01
   6.0000000e+00   4.0000000e+00   2.8651685e+00  -5.9531802e+01
   6.0000000e+00   5.0000000e+00  -4.5118499e+01  -9.9943034e+01
